student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade
591,Male,2.8,96.2,8.3,High School,Yes,No,Yes,64.8,89,B
621,Female,4.8,85,-2,PhD,Yes,Yes,No,78.2,98.3,A
471,Male,2.3,98.9,5.9,Bachelors,Yes,Yes,No,79.4,87.6,B
709,Female,4.6,95.4,5.8,Masters,Yes,Yes,No,58.8,98.3,A
356,Male,1.6,83.3,,Masters,Yes,Yes,No,60.2,76.2,C
142,Male,3.6,100,7.5,Bachelors,Yes,No,No,62,75.9,C
468,Male,5.3,94.2,7.1,Masters,Yes,No,No,63.7,88.8,B
733,Male,3.8,59.4,8.1,,No,No,No,74.6,74.3,C
680,Female,1.8,79.2,7.2,Bachelors,Yes,Yes,No,83.9,84.1,B
849,Male,2.3,72.9,5.3,Masters,Yes,No,No,76.9,80.8,B
667,Female,4.2,78.4,6.5,Bachelors,Yes,Yes,No,75.4,92.2,A
641,Female,3.6,100,7,Bachelors,Yes,Yes,No,64.2,86,Z
67,Female,2,87.4,6.7,High School,Yes,Yes,No,63.9,67.8,D
36,Male,6.1,95.7,8.2,,Yes,Yes,Yes,78.5,92.9,A
81,Male,4.4,100,5.9,High School,Yes,No,No,78.2,97.6,A
51,Male,5.9,82.5,6.6,Bachelors,Yes,Yes,No,66.5,100,A
416,Male,2.7,84.4,10,Bachelors,Yes,No,Yes,83,81.2,B
351,Female,3.9,74.5,6.4,,Yes,No,No,72.2,75.3,C
396,Female,1.5,84.2,6,Bachelors,Yes,Yes,No,54.1,72.7,C
924,Unknown,4.2,93.9,6.8,Masters,Yes,Yes,No,82.3,93.1,A
349,Female,5,93,9.2,Masters,Yes,Yes,Yes,66.4,90.2,A
749,Male,3.1,81.5,6.8,Masters,Yes,Yes,No,69,77,C
429,Male,5,82.3,9,Bachelors,Yes,Yes,No,100,100,A
538,Male,2.4,87.4,6.7,High School,Yes,Yes,No,67.5,86,B
413,Female,3.5,95.8,6.4,Masters,Yes,Yes,No,85.6,86.5,B
713,Male,4.9,69.5,6.6,PhD,No,No,Yes,59.8,72.2,C
96,Female,2.1,81.3,8.9,Bachelors,Yes,No,No,45.4,74.8,C
561,Female,1.2,88.8,6.9,,Yes,Yes,No,64.3,68.2,D
864,Female,1.2,94.2,4.6,Masters,Yes,No,No,65.9,71.2,C
854,Male,5.9,91.9,7.9,Masters,No,Yes,No,60.4,98.8,A
1000,Male,3.9,77.4,6.1,Masters,Yes,No,No,45.4,70.4,C
195,Male,4,87,7.2,High School,Yes,Yes,No,64,96.5,A
139,Male,2.4,81.3,7.9,High School,Yes,Yes,No,74.6,82.6,B
38,Male,5,76.6,6.7,,Yes,Yes,No,67.7,81.1,B
819,Female,3.6,75.4,5.7,Masters,Yes,No,No,59.2,79.6,C
977,Female,3.7,69.8,4.6,High School,No,Yes,No,72.5,80.9,B
464,Male,2.7,89.3,6.2,Bachelors,Yes,Yes,No,82.9,93.5,A
983,Female,2.8,73.8,7.3,High School,Yes,No,Yes,72.6,77.7,C
604,Female,3.5,89.3,,High School,Yes,Yes,No,71.2,100,A
727,Male,4.8,85.4,6.4,High School,Yes,Yes,No,69,97.5,A
824,Male,6.1,85,7.3,Masters,Yes,Yes,No,84.1,100,A
409,Female,1.9,87.1,6.8,High School,No,No,No,64.8,80.1,B
600,Female,1.8,90.1,5.6,Masters,Yes,Yes,No,85.7,86.3,B
243,Female,3.6,85.7,6.3,High School,Yes,No,Yes,43.4,69.4,D
705,male,3.4,88.3,4.6,High School,Yes,No,Yes,62.5,83.1,B
127,Female,3.1,77.8,7.5,Bachelors,Yes,Yes,No,54.8,85.2,B
333,Female,3,92.1,6.1,High School,Yes,Yes,Yes,93.2,82.8,B
55,Male,4.1,91.6,8.9,Bachelors,No,Yes,No,89.1,99.8,A
339,Female,3.8,75.6,9.2,Bachelors,Yes,No,No,63.7,76.1,C
846,Male,1.4,92.9,4.4,Bachelors,Yes,No,Yes,93.7,80.3,B
609,Female,2,88.5,5.7,High School,No,Yes,Yes,63.7,58.6,F
773,Male,5,97.8,8.4,Bachelors,Yes,No,No,64.5,91.3,A
944,Male,4.4,93.5,7.8,Bachelors,Yes,Yes,No,85.3,96.4,A
820,Male,3.6,89.7,6,,No,Yes,No,87,96.3,A
359,Male,4.3,75.7,3.8,PhD,Yes,No,No,62.4,81.9,B
284,Male,5.1,90.5,7.6,Masters,Yes,No,No,44.7,82.2,B
880,Male,1.4,96.9,9.1,Masters,Yes,Yes,Yes,84.2,85.6,B
984,Male,2.2,,,Masters,Yes,Yes,No,64.4,85,B
173,Male,4.1,,7.2,,Yes,No,No,43.4,78.5,C
163,Female,4.1,92.7,8,Masters,Yes,Yes,Yes,67.1,97.3,A
759,Male,3.2,82.8,7.3,High School,Yes,Yes,No,80.4,84.5,B
241,Female,2,80.5,8.5,High School,Yes,No,Yes,69.6,80.6,B
968,Female,4.6,71.3,6.9,Bachelors,Yes,Yes,No,95.5,100,A
995,Unknown,4.5,75.4,9.4,Bachelors,Yes,Yes,No,69.1,79.1,C
927,Male,5.6,87.3,9.3,Bachelors,Yes,No,No,59.1,99.6,A
207,Female,4.2,89.4,,Bachelors,Yes,Yes,Yes,79.7,100,A
400,Male,5.1,70.4,6.4,,Yes,Yes,No,57.1,73.2,C
868,Female,4.1,84.9,8.1,Masters,Yes,Yes,No,71.7,91.6,A
205,Female,3.6,74.3,8.3,Masters,Yes,No,No,77.4,86.8,B
543,Male,5.8,96,8.7,Bachelors,Yes,Yes,Yes,53.5,88.8,B
483,Male,4.5,74.1,7.4,High School,Yes,No,Yes,80.5,86.6,B
92,Female,4,89.2,8.5,High School,Yes,Yes,Yes,72.3,86.3,B
728,Male,4.2,75,5.3,High School,Yes,Yes,No,77.8,88,B
17,Female,3.5,96.9,6.1,Bachelors,Yes,Yes,No,51,81.5,B
474,Female,4.4,87.6,7,High School,Yes,Yes,No,67.2,94,A
395,Male,3.8,70.9,7.8,Masters,Yes,No,Yes,45.6,67.6,D
26,female,1.8,90.6,8.6,High School,Yes,No,No,53.2,76,C
907,Female,3.5,85.9,8.3,Masters,Yes,Yes,No,60.7,85,B
244,Male,5.1,93.5,6.2,High School,Yes,Yes,No,56,92.2,A
4,Male,2.6,77.5,8,,Yes,Yes,No,85.1,83.8,B
436,Female,5.6,85.8,7.8,High School,Yes,Yes,Yes,76.4,93.4,A
829,Male,3.1,80.3,7.7,Masters,Yes,No,Yes,55.7,70.2,C
370,Male,7.4,98.7,6.3,Masters,Yes,Yes,No,52.3,97.4,A
221,Male,2.3,86.2,6.1,High School,Yes,Yes,No,80.7,84.3,B
110,Male,4.3,100,7.8,High School,No,No,Yes,69.5,75.5,C
831,Male,2.5,80.6,4.8,High School,Yes,No,Yes,60.9,73.5,C
3,Male,4.9,85.3,7.9,Bachelors,Yes,No,Yes,88.5,97.3,A
835,Male,1.7,81.4,5.5,,Yes,Yes,Yes,82.5,82,B
41,Male,2.1,100,7.5,High School,Yes,Yes,Yes,68.4,75.3,C
647,Male,4.1,89.8,7.3,,Yes,Yes,No,84.2,100,A
826,Female,2.5,91,5.4,Bachelors,Yes,No,Yes,80.4,87.5,B
64,Male,1.9,85.2,6,,Yes,No,No,62.5,73,C
264,Male,4.5,100,7.9,PhD,Yes,Yes,No,62.7,91.1,A
626,Female,3.8,77.4,8.4,,Yes,Yes,Yes,45.1,71,C
135,Male,1,97.2,7,High School,Yes,Yes,No,61.4,80.8,B
457,Female,1.8,,8.6,High School,Yes,No,Yes,53.2,68.8,D
639,Female,6.1,54.8,4.6,Masters,Yes,No,No,83,83.8,B
146,Male,1,67.3,5.7,High School,Yes,No,No,79.3,65.2,D
202,Female,2.2,81.3,6.6,Masters,Yes,Yes,No,59.4,75.5,C
926,Male,4.7,100,7.3,Bachelors,Yes,No,No,57.4,95.3,A
800,Male,4.9,100,8.4,High School,Yes,Yes,No,64.3,96.1,A
732,Male,3.4,75.1,5.9,Bachelors,No,No,No,70.1,85,B
646,Male,1,75.3,6,Bachelors,Yes,Yes,Yes,74.3,75.5,C
697,Male,3,70.6,4.4,Masters,Yes,Yes,No,69.3,72.6,C
428,Female,3.8,94,6.4,,Yes,Yes,No,91.7,100,A
696,Female,3,91,7,High School,Yes,Yes,No,56.6,77.5,C
940,Female,0.5,91.7,7.4,Bachelors,Yes,Yes,No,77.5,74.8,C
920,Female,2.2,100,8.1,High School,Yes,No,Yes,66.9,83.4,B
522,Male,,73.7,5.4,PhD,No,Yes,Yes,74.8,71.8,C
897,Female,4.6,96.9,4.2,Masters,Yes,No,Yes,66.1,91.1,A
971,Female,2.7,81.3,6.9,High School,Yes,Yes,Yes,90.7,100,A
619,Male,4.5,66.1,7.5,Masters,Yes,No,No,86.4,91.5,A
491,Female,2.7,79.4,5.7,High School,Yes,Yes,No,94.6,74.3,C
232,Female,4.6,77.5,6.9,Bachelors,Yes,Yes,No,67.7,91.5,A
695,Female,3,85,8.2,Bachelors,Yes,No,No,69.9,89.6,B
368,Female,5.1,66.7,6.6,Bachelors,No,Yes,No,56.5,75.1,C
936,Male,4.3,92.8,5.7,High School,Yes,No,No,59.7,83.3,B
706,Male,3.4,88,7.7,PhD,Yes,No,Yes,85.4,94.2,A
677,Female,5.2,88.9,6.7,,No,No,Yes,73.4,90.6,A
895,female,3.7,67.7,5.8,Masters,Yes,Yes,Yes,48.5,71.4,C
969,Female,2.6,97.1,6.1,Bachelors,Yes,No,No,36.7,60,D
296,Female,1.8,84.8,6.4,,Yes,Yes,No,62.8,81.6,B
60,Male,4.5,78.5,7.1,Bachelors,Yes,No,No,73.2,89.5,B
271,Female,3.5,86.7,5.5,Masters,Yes,Yes,No,58.6,75.1,C
233,Female,4.2,80.7,7.3,PhD,Yes,No,No,73.6,82.2,B
298,Male,4.2,88.2,7.7,High School,Yes,Yes,No,69.9,89.6,B
169,Male,4,82.7,5.8,Bachelors,No,Yes,Yes,56.4,75.1,C
676,Male,0.5,83.6,6.4,High School,No,Yes,Yes,71.9,61.3,D
813,Male,3.8,,6.4,Bachelors,Yes,No,No,80.2,100,A
391,Male,2.4,78.9,6.5,High School,Yes,No,No,73.1,86.3,B
658,Male,3.4,86.5,7.1,Masters,Yes,Yes,No,95.5,100,A
923,male,5.1,90.3,8.9,High School,Yes,Yes,Yes,57.2,83.8,B
307,female,1.9,93.7,,Masters,Yes,Yes,Yes,81.1,87.2,B
256,Male,6,99.1,6.5,Masters,Yes,Yes,Yes,64.9,96.8,A
717,Male,6.6,76.3,8.8,Masters,Yes,Yes,No,68.6,98.5,A
623,male,5.1,91.6,8.1,Bachelors,Yes,Yes,No,59.5,89.5,B
555,Male,1.6,88.1,8,High School,No,No,No,66.3,63.4,D
965,Male,1.7,95.6,,PhD,Yes,Yes,No,57.3,69.5,D
525,Female,3,100,6.2,Masters,Yes,Yes,Yes,71.7,82.4,B
250,Male,1,81,8.1,High School,Yes,No,No,68,67.1,D
803,Male,4.3,80.7,7.9,Masters,Yes,No,No,98.4,100,A
318,Male,1.4,96.1,8,High School,No,Yes,No,75.7,79.2,C
617,Male,3.6,77.1,6.3,,Yes,Yes,Yes,77.1,86.4,B
718,Female,3.3,96.3,8.1,Masters,Yes,Yes,Yes,70.2,85,B
382,Female,6.2,83.2,7.3,PhD,Yes,No,No,86.1,100,A
401,Female,4.8,81.9,5.9,Bachelors,Yes,No,Yes,60.6,85.2,B
320,Female,,82.6,8.1,Bachelors,Yes,Yes,Yes,58.1,80.7,B
574,Female,4.2,87.2,5.5,High School,Yes,Yes,No,66.4,75.3,C
947,Male,3.2,69.8,8.7,Masters,Yes,No,No,43.1,70.4,C
741,Male,,73.2,4.5,High School,Yes,No,No,49.4,62.9,D
1,Male,4,98,6.5,Bachelors,Yes,Yes,No,76.9,100,A
988,Female,1.1,90,9,High School,Yes,Yes,No,67,85.8,B
703,Male,3.1,80.5,4.5,High School,Yes,Yes,Yes,72.9,65.4,D
166,Male,3.3,83,4.5,High School,Yes,Yes,No,57,84.8,B
502,Male,3,89.2,8.5,,Yes,Yes,Yes,63.6,90.4,A
735,Female,5.2,100,6.2,,Yes,No,Yes,68.2,79.8,C
114,Female,1.4,90.9,7.2,Bachelors,Yes,No,No,62,74.6,C
596,Female,4.1,71.2,8.3,PhD,Yes,No,No,46.8,80.4,Z
160,Female,2.3,89.7,7.3,Masters,Yes,No,Yes,61.7,74,C
432,Female,4.8,77.8,7.2,High School,Yes,Yes,No,72.8,100,A
25,Female,4.6,98.3,7.8,,Yes,Yes,Yes,66.6,97.2,A
836,Female,4,78.5,7.7,Bachelors,Yes,Yes,Yes,79.2,89.5,B
121,Female,2.6,92,10,High School,Yes,Yes,No,73.1,95.8,A
812,Male,,85.2,4.5,Bachelors,Yes,Yes,No,74.9,88.4,B
137,Male,,82.7,7.2,High School,No,No,Yes,55,59.7,F
267,Female,3.1,86.9,7.4,Masters,Yes,Yes,Yes,88.5,81.6,B
547,Male,1.3,80.3,5.7,Bachelors,No,Yes,No,79.6,71.1,C
76,Female,3.6,72.8,7.7,Masters,No,No,No,49.6,64.4,D
862,Male,2.3,,5.9,High School,Yes,Yes,No,70.9,74.2,C
245,Male,1,89.8,7.2,Bachelors,Yes,Yes,No,56.8,76.2,C
566,Female,4,97.6,7.7,High School,Yes,Yes,No,49.4,100,A
874,Male,3.4,87,8.5,Bachelors,Yes,No,No,67.8,85.1,B
967,Male,4.3,91.8,7.3,High School,Yes,Yes,Yes,63.8,90,A
679,Female,,87.7,5,,No,No,No,54.8,63.6,D
738,Male,,82.4,6.4,High School,Yes,No,Yes,70.9,66.6,D
530,Female,3.9,79.6,9,High School,Yes,No,No,78.2,84.5,B
191,Male,3.9,68.8,8.6,High School,Yes,No,No,76.8,84.6,B
107,Female,3.6,79.4,6.2,High School,Yes,Yes,Yes,74.6,75.7,C
235,Female,2.3,86.1,7.6,Masters,Yes,Yes,No,44.5,80.2,B
679,Female,,87.7,5,,No,No,No,54.8,63.6,D
353,Male,6,94.5,8.7,PhD,Yes,Yes,No,61.3,100,A
892,Male,4.1,73.5,7,Masters,Yes,Yes,Yes,69.9,87.2,Z
59,Male,1.5,89,6.2,Masters,Yes,No,No,59.4,74.5,C
941,Female,2.1,74.1,6.8,Masters,Yes,Yes,Yes,81.4,76.7,C
31,Male,5.8,85.6,7.5,Bachelors,Yes,No,Yes,66.4,82.4,B
568,Female,5.7,78.5,8.6,,Yes,Yes,Yes,69.2,99.1,A
217,female,4.8,78.5,6,Masters,Yes,No,No,58.5,91.2,A
225,Female,4.5,82.1,7.6,Bachelors,Yes,Yes,No,46.7,81.1,B
402,Female,4.2,77.5,5.2,Bachelors,Yes,Yes,No,80.2,96.4,A
955,Male,3.7,92,7.6,Masters,Yes,Yes,No,65.9,100,A
883,Male,2.4,80,7.1,High School,Yes,Yes,No,67.3,71.9,C
743,Female,3.4,92.2,6.9,Bachelors,Yes,No,Yes,80.9,85,B
377,Female,7.3,85.8,7.9,High School,Yes,Yes,No,56,99.3,A
867,Male,0.5,70.5,7.6,High School,Yes,Yes,No,86.7,80.3,B
155,Male,4.8,84.7,5.9,Bachelors,Yes,No,No,70.2,95.4,A
44,Female,0.9,82.2,6.4,Bachelors,Yes,Yes,No,64.4,79.2,C
412,Female,,77,4.7,High School,Yes,No,No,81.6,90.2,A
798,Male,1.1,98.7,6.4,High School,Yes,No,No,74.9,78.7,C
348,Female,0.9,82,5.7,Masters,Yes,No,No,61.2,69,D
860,Male,,86,7.7,High School,No,No,Yes,80,66.5,D
671,Male,3.5,80.2,6.1,Bachelors,Yes,Yes,No,71.7,60.8,D
869,Male,5.3,72.5,7.2,Bachelors,Yes,Yes,No,74.6,95.8,A
325,Female,3.8,96.1,5.8,High School,Yes,Yes,Yes,70.3,80.8,B
844,Male,6.8,95.1,6.8,High School,Yes,Yes,No,47.1,80.2,B
175,Female,,84.8,5.6,Masters,Yes,No,No,67,79.2,C
845,Male,2.7,78.2,6.3,,Yes,Yes,No,75.6,80.2,B
746,Female,4.1,85.2,6.8,Bachelors,Yes,No,Yes,61.6,83.3,B
425,Female,3.2,80.2,6.7,Bachelors,Yes,No,Yes,58,81.8,B
24,Female,4.3,82.5,5.4,PhD,No,Yes,No,61,71.2,C
144,Female,2.1,73.8,5.4,,Yes,Yes,Yes,71.5,69.6,D
481,Female,-3,95.3,5.8,High School,Yes,Yes,No,73.5,89.5,B
766,Male ,0.5,100,6.4,Masters,Yes,Yes,No,65,81.1,B
364,Female,1.4,95,6.6,Masters,Yes,Yes,No,75.4,75.6,C
825,Female,1.6,72.5,8.2,High School,Yes,Yes,No,85.7,93.9,A
439,Male,2.8,86.7,6.7,Masters,Yes,No,No,69.3,79.3,C
454,Female,3.2,82.9,6.6,,No,No,No,61.9,85.4,B
661,Female,,85,8.2,Bachelors,Yes,No,No,71.9,95.2,A
796,Male,5.6,81.4,,Bachelors,Yes,Yes,No,78.5,100,A
739,Male,6,,6.6,Masters,Yes,Yes,No,72.2,93.1,A
308,Female,4.4,71.5,6.6,High School,Yes,Yes,Yes,48.8,72.8,C
859,Female,2.5,100,6.6,Bachelors,Yes,Yes,No,75.3,84.8,B
515,Female,4.1,92,6.7,Masters,Yes,Yes,Yes,79.6,97.2,A
234,Female,3.8,96.5,8.5,Bachelors,Yes,Yes,No,90,100,A
260,Male,3.1,89.3,5.9,Masters,Yes,Yes,No,78.2,94.3,A
33,Female,5.3,100,7.3,Masters,Yes,Yes,No,67.7,100,A
444,Female,3.1,85.2,6.4,,Yes,Yes,No,84,86,B
381,Female,3.4,100,6.8,Bachelors,No,Yes,No,44.7,77.4,C
915,female,2.5,95.5,7.2,,Yes,No,No,48.6,76.9,C
891,Male ,7,91.8,8.2,Bachelors,Yes,Yes,Yes,64.9,100,A
769,Female,6,72.4,5.6,Bachelors,Yes,No,No,61.4,85.5,B
533,Male,2.8,83.3,6.9,Bachelors,Yes,No,No,61.5,68.6,D
253,Female,1.6,100,5.6,High School,No,No,No,70.7,75.8,C
397,Female,4.1,70,5.4,High School,Yes,Yes,No,70.3,76.1,C
86,Male,0.5,78.9,9.6,Bachelors,Yes,Yes,Yes,70,63.9,D
302,Male,2.9,87,5,High School,Yes,Yes,No,61,82.4,B
211,Male,,91.2,6.1,Bachelors,Yes,Yes,No,49.5,81.2,B
663,Male,5.7,81.7,7.3,Bachelors,Yes,Yes,No,69,94.2,A
686,Female,4.2,,8.8,Bachelors,No,Yes,Yes,76.8,91.7,A
519,Female,3.8,83.9,5,High School,Yes,Yes,Yes,54.7,67.6,D
40,Male,5.6,65.3,,Masters,Yes,Yes,No,85.5,91.6,A
431,Male,3.9,63.5,7.4,High School,Yes,No,No,83.4,81.2,B
828,Female,4.8,80.5,8.6,Bachelors,No,Yes,Yes,67.2,77.6,C
684,Female,4,94.3,7.6,Masters,No,Yes,No,65.1,79.3,C
281,Female,,75,7.8,Bachelors,No,No,No,75.3,81.1,B
228,female,1.8,84.2,6.8,PhD,Yes,No,Yes,75.9,90,A
840,Male,3.3,98.2,5.6,PhD,Yes,No,Yes,63.9,82.9,B
710,female,3.4,84.2,8.3,Bachelors,Yes,No,Yes,58,72.1,C
578,Female,4.6,91.5,5.5,High School,Yes,Yes,No,68.2,95.5,A
138,Male,4.4,75.4,6.4,High School,Yes,No,No,67.4,80.9,B
141,Female,1.1,100,7.3,Masters,Yes,No,Yes,72.9,82.4,B
685,Male,3.4,94.7,5.3,High School,Yes,Yes,No,70.2,83.8,B
972,Male,4.1,86.4,4.2,Masters,No,Yes,Yes,71.5,75.6,C
942,Male,3.3,81.1,6.1,Bachelors,No,Yes,No,66.3,85.3,B
583,Female,3.4,83.1,4.6,High School,Yes,No,No,85.8,76.7,C
101,Male,2.5,,6.3,High School,Yes,Yes,No,51.2,74.5,C
467,female,2.5,73.1,5.5,High School,Yes,No,Yes,79.2,77.1,C
714,Female,4,93.2,7.5,High School,Yes,No,No,62.3,95.6,A
503,Male,4.4,80.3,6.3,High School,No,Yes,No,76,93.3,A
675,Female,4.7,93.5,7.2,Bachelors,Yes,Yes,No,49.1,83.8,B
762,Female,,76.7,5.9,Masters,No,Yes,Yes,62.3,74,C
517,Female,3.5,96.7,6.1,High School,Yes,No,No,70.1,84.2,B
560,Female,1.9,81.3,5.4,High School,Yes,Yes,Yes,80.4,73.5,C
797,Male,4.9,83.2,5.5,Masters,Yes,No,No,84.1,93.4,A
833,Male,2.2,100,5.9,High School,Yes,Yes,Yes,82.7,78.1,C
22,Male,3.3,100,7.8,,Yes,Yes,No,83.9,100,A
541,Male,2.7,59.7,6.7,Masters,No,No,Yes,84.5,75.6,C
438,Female,3,78.5,5.1,Masters,Yes,Yes,No,69.1,76.5,C
830,Female,5.4,87.7,8.9,High School,Yes,No,No,93.3,100,A
87,Female,1.2,83.7,5.9,Bachelors,Yes,No,No,83.1,79,C
303,Male,4.6,87.8,7.7,Bachelors,Yes,Yes,No,56.2,91,A
781,Male,5.6,76.9,6.3,Bachelors,No,Yes,No,64.6,79.1,C
441,Male,5.9,74.1,8.3,High School,Yes,Yes,No,57.2,98.9,A
499,Male,4.5,84.7,3.5,Bachelors,No,No,Yes,56.1,61.8,D
567,Female,1.6,75.9,7.4,High School,Yes,No,No,100,92.6,A
918,Female,2.4,87.5,5.6,Bachelors,Yes,Yes,Yes,64.2,88.1,B
288,Male,2.9,75.8,6.2,High School,No,Yes,No,52.2,61.5,D
434,Female,5.1,75.1,4.5,Bachelors,Yes,Yes,No,65.9,89.4,B
529,Female,3.4,67,7.6,PhD,No,No,No,93.4,84.3,B
711,Male,3.6,91.7,8.1,Bachelors,Yes,Yes,No,78.3,94.6,A
569,Male,3.4,79,5.7,,Yes,No,Yes,59.5,76.2,C
188,Male,3.2,71.4,6.7,Bachelors,Yes,Yes,Yes,69,83.1,B
811,Male ,3.5,89.3,7.7,Bachelors,Yes,Yes,No,62.8,85.9,B
631,male,2.5,82.4,5,,Yes,No,No,73.3,77.6,C
269,Male,7.4,88.4,6,,Yes,No,No,66.6,100,A
456,Male,4.5,66.2,5,High School,Yes,No,No,63.3,72.7,C
688,Male,1.6,87,8.8,High School,Yes,No,No,88.7,74.4,C
527,Male,-3,-15,5.9,,Yes,Yes,Yes,66.8,84.8,B
592,Female,0.5,94.5,5.8,Bachelors,Yes,Yes,No,59.9,63.2,D
628,Female,2.5,75.6,5.1,Bachelors,Yes,No,Yes,60.7,61.9,D
338,Male,4.6,91.2,8.6,Bachelors,Yes,No,No,60.3,94.9,A
70,Female,2.3,67.4,8.6,High School,Yes,No,No,90.9,85.1,B
18,Female,3.6,92.2,6.5,Bachelors,Yes,Yes,Yes,60.2,75.5,C
445,Female,1.5,,4.8,Bachelors,Yes,Yes,Yes,86.2,80.7,B
345,Male,3.8,82.8,8.3,High School,Yes,No,No,53.8,97.5,A
470,Female,2.6,-15,6.2,,Yes,Yes,Yes,74.8,89.9,B
174,Female,2.9,82.3,7.9,High School,Yes,Yes,No,53.2,82.6,B
317,Male,2.4,91.3,9.2,Masters,No,Yes,Yes,71.1,72.9,C
170,Female,2.9,130,7.4,Bachelors,No,Yes,Yes,60.1,78.1,C
417,Male,3.6,77.9,7.2,Masters,No,No,No,47.9,76,C
806,Female,1.5,89.6,7.7,Bachelors,Yes,No,No,73.6,82.1,B
476,Female,1.2,93.1,7.4,,Yes,No,No,79.3,85,B
255,Male,3,85.2,9,Bachelors,Yes,Yes,Yes,78.2,87.6,B
745,Male,4,89.4,6.7,High School,Yes,Yes,No,87.2,89.5,B
164,Female,2.6,97.3,9.3,Masters,Yes,Yes,No,75.6,90.2,A
649,Female,2.8,95.6,6.9,Masters,Yes,Yes,No,65,88.9,B
588,Male,2.5,86.9,9.2,Masters,Yes,Yes,No,65.6,85,B
249,Male,2,81.7,8.8,High School,Yes,Yes,No,79.9,82.7,B
